cep;cidade;numero;origem;estado;cnpj;nome;recompra;fantasia;razao_social;telefone;email;tag1;inscricao_estadual;codigo;logradouro;bairro;ibge;celular
13163-004;ARTUR NOGUEIRA;852;Base Bignotto;SP;35.519.780/0001-65;FUNERARIA ARTUR NOGUEIRA LTDA;20;GRUPO ECO FUNERAL;FUNERARIA ARTUR NOGUEIRA LTDA;(19) 3466-6448;valdir.ocno@gmail.com;IUB;187152972111;4865;AVENIDA DOUTOR FERNANDO ARENS JUNIOR;VILA QUEIROZ;3503802;
24855-300;ITABORAI;221;Base Bignotto;RJ;47.307.403/0001-41;47.307.403 LEANDRO SOUZA DE OLIVEIRA;20;47.307.403 LEANDRO S;47.307.403 LEANDRO SOUZA DE OLIVEIRA;(21)964477802;leandro.souza29@yahoo.com.br;IUB;ISENTO;4871;RUA FRANCISCO RAPHAEL DE BARROS;CENTRO (MANILHA);3301900;
28941-352;SAO PEDRO DA ALDEIA;1;Base Bignotto;RJ;50.856.972/0001-50;PICO DA COLINA ADMINISTRACAO DE CARTAO A;20;PICO DA COLINA ASSIS;PICO DA COLINA ADMINISTRACAO DE CARTAO A;(22) 2321-2177;memorial_dapaz@outlook.com;IUB;ISENTO;4933;RUA FRIBURGO;FLUMINENSE;3305208;22 99902-1106
23890-001;SEROPEDICA;113;Base Bignotto;RJ;02.734.490/0001-85;FUNERARIA SANTA SOFIA DE SEROPEDICA LTDA;20;SANTA CASA GOLDEN PA;FUNERARIA SANTA SOFIA DE SEROPEDICA LTDA;21 3787-0880;funerariasantasofia24horas@gmail.com;IUB;14.889.90-6;4954;AVENIDA MINISTRO FERNANDO COSTA;CENTRO;3305554;
14783-143;BARRETOS;2123;Base Bignotto;SP;49.267.392/0001-49;BELLAVITA - CLINICA DE PREPARACAO DE COR;20;CLINICA DE PREPARACA;BELLAVITA - CLINICA DE PREPARACAO DE COR;(19)99155-3968;fabiopadua@funerariabellavitta.com.br;IUB;ISENTO;4978;AVENIDA JOAO BATISTA DA ROCHA;ZONA URBANA;3505500;
13350-053;ELIAS FAUSTO;57;Base Bignotto;SP;62.621.453/0001-92;EMPRESA FUNERARIA ELIAS FAUSTO LTDA;20;EMPRESA FUNERARIA EL;EMPRESA FUNERARIA ELIAS FAUSTO LTDA;;funerariacapivari@uol.com.br;IUB;ISENTO;5043;RUA JOAO FRANCISCO DE ALMEIDA;CENTRO;3514908;
17370-011;SANTA MARIA DA SERRA;213;Base Bignotto;SP;47.793.882/0001-53;SOUZA & EMILIANO LTDA;20;FUNERARIA L M;SOUZA & EMILIANO LTDA;(19) 9723-8283;lmfuneraria@hotmail.com;IUB;618.014.978.119;5058;RUA TIRADENTES;CENTRO;3547007;
23815-230;ITAGUAI;118;Base Bignotto;RJ;03.272.894/0001-67;NANDA FLORES SERVICOS FUNERARIOS LTDA;20;FUNERARIA GUIA DO CE;NANDA FLORES SERVICOS FUNERARIOS LTDA;(21)2687-5576;gouveacigano@gmail.com;IUB;ISENTO;5195;RUA CESARIO DE MELO;CENTRO;3302007;
28180-000;CARDOSO MOREIRA;175;Base Bignotto;RJ;64.348.456/0001-20;NOVA VIDA ASSISTENCIA FAMILIAR LTDA;20;NOVA VIDA ASSISTENCI;NOVA VIDA ASSISTENCIA FAMILIAR LTDA;(22) 2785-1236;reisservicoscontabeis@yahoo.com.br;IUB;16.035.51-3;5701;R JOEL REIS;CENTRO;3301157;
73850-000;CRISTALINA;;Base Bignotto;GO;47.219.102/0001-66;PAX BAHIA FUNERARIA E PLANO DE ASSISTENC;20;PLANO DE ASSISTENCIA;PAX BAHIA FUNERARIA E PLANO DE ASSISTENC;;iblcomercioeservicos@gmail.com;IUB;20.336.082-6;5702;RUA SEM NOME, SN;CAMPO LINDO;5206206;
37190-000;TRES PONTAS;948;Base Bignotto;MG;22.077.315/0001-70;ORGANIZACAO DE LUTO UNIAO LTDA;20;ORGANIZACAO DE LUTO;ORGANIZACAO DE LUTO UNIAO LTDA;(35) 3265-3487;rocha.contabil@hotmail.com;IUB;ISENTO;5878;RUA BARAO DA BOA ESPERANCA;CATUMBI;3169406;
98640-000;CRISSIUMAL;384;Base Bignotto;RS;90.865.031/0001-06;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIO;20;ASSOCIACAO DE PAIS E;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS;;;IUB;ISENTO;5936;RUA VENANCIO AIRES;CENTRO;4306007;
29780-000;SAO GABRIEL DA PALHA;14;Base Bignotto;ES;32.916.168/0003-08;MEMORY FUNERAL HOUSE LTDA;20;MEMORY FUNERAL HOUSE;MEMORY FUNERAL HOUSE LTDA;(27) 9846-0519;dr.wanderleyba@gmail.com;IUB;083555196;7121;RUA;GLORIA;3204708;
29950-000;JAGUARE;9;Base Bignotto;ES;60.845.520/0001-27;60.845.520 ADAILTON ARAUJO SENA;20;60.845.520 ADAILTON;60.845.520 ADAILTON ARAUJO SENA;(27) 9716-3214;adailtonsen@hotmail.com;IUB;ISENTO;7232;AVENIDA AVENIDA;MATA ATLANTICA;3203056;
76240-000;ARAGARCAS;2912;Base Bignotto;GO;01.106.663/0002-39;MARIA HELENA FERNANDES DOS REIS;20;PAX PARAISO;MARIA HELENA FERNANDES DOS REIS;() -;pamsaovicente68@gmail.com;IUB;ISENTO;7273;AVENIDA PEDRO LUDOVICO TEIXEIRA;CENTRO;5201702;
11432-440;GUARUJA;;Base Bignotto;SP;35.513.861/0001-58;35.513.861 CAMILA BRANCO PENHA;20;35.513.861 CAMILA BR;35.513.861 CAMILA BRANCO PENHA;;;IUB;335469008117;7679;AVENIDA LUIS GAMA;SITIO PAECARA;3518701;
13178-445;SUMARE;60;Base Bignotto;SP;37.763.832/0001-70;KGR SELOS MECANICOS LTDA;20;KGR SELOS MECANICOS;KGR SELOS MECANICOS;(19) 9351-9839;contato@kgrselosmecanicos.com.br;IUB;671.447.555.118;7893;RUA IVAN ASTOLFI;JARDIM MANCHESTER (N;3552403;
13170-234;SUMARE;1154;Base Bignotto;SP;61.971.011/0001-03;61.971.011 MARCOS VINICIUS XAVIER CRUZ;20;61.971.011 MARCOS VI;61.971.011 MARCOS VINICIUS XAVIER CRUZ;(11) 7893-3282;valdlima.fumassp@gmail.com;IUB;671.728.378.113;8218;RUA JOSE MARIA MIRANDA;JARDIM SAO CARLOS;3552403;
13315-000;CABREUVA;183;Base Bignotto;SP;00.202.026/0001-12;EMPRESA FUNERARIA BARBIERI DE CABREUVA L;20;EMPRESA FUNERARIA BA;EMPRESA FUNERARIA BARBIERI DE CABREUVA L;() -;edson@funerariabarbieri.com.br;IUB;ISENTO;8695;RUA FLORIANO PEIXOTO;CENTRO;3508405;
15055-030;SAO JOSE DO RIO PRETO;237;Base Bignotto;SP;24.071.355/0001-30;KAUE RODRIGUES DA CUNHA 44736555807;20;KAUE RODRIGUES DA CU;KAUE RODRIGUES DA CUNHA 44736555807;;;IUB;ISENTO;8942;Rua Sergipe;Vila Ipiranga;3549805;
